Entry	Gene names	Organism	Gene ontology IDs
A0A0E0XZW2	O3K_07750	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0016021; GO:0016747
A0A0E0XWP4	O3K_07745	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0009405
B7LBJ9	yfdF EC55989_2589	Escherichia coli (strain 55989 / EAEC)	
T9B4U9	G938_02599	Escherichia coli UMEA 3200-1	GO:0016020
W1F034		Escherichia coli ISC7	
W1F1R8		Escherichia coli ISC7	GO:0005215; GO:0016021
A0A0E0XXT9	O3K_07740	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A1M2MZQ5			
A0A1R1TEJ7	fbp MP34_16760	Escherichia coli N37122PS	GO:0042132
A0A029JXZ7	AC56_4761	Escherichia coli 1-182-04_S3_C3	
A0A157VZP4	SAMEA2273162_03876	Enterobacter cloacae	GO:0016021
W1WQI7	Q604_UNBC18528G0005	human gut metagenome	GO:0016740
U9Y2K1	HMPREF1589_04744	Escherichia coli 113290	GO:0003677
A0A1L8ZYM5			
A0A077ZKY5	TTRE_0000759101	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	GO:0000287; GO:0004427; GO:0005737; GO:0006796
A0A073G363	ytfQ AC88_4973	Escherichia coli 3-267-03_S4_C1	GO:0005534; GO:0015757
D8ER25	HMPREF9345_03627	Escherichia coli MS 107-1	GO:0005524; GO:0016887
A0A0E0Y6B9	O3K_22490	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005215; GO:0005886; GO:0008643; GO:0016021
A0A1J8LU50	BSF34_23995	Escherichia coli	
B5BAR7	ung SSPA0256	Salmonella paratyphi A (strain AKU_12601)	GO:0004844; GO:0005737; GO:0006284
A0A0K0HDG1	yfiD grcA SBG_2364	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	GO:0003824; GO:0008152
S4IAM3	A673_02464	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0005623; GO:0006662; GO:0015035; GO:0045454
A0A1P8QA05			
A0A0F6B575	srmB STM14_3240	Salmonella typhimurium (strain 14028s / SGSC 2262)	GO:0000027; GO:0003676; GO:0004004; GO:0005524; GO:0005737
A0A0G2NQG0	yfiC SG9_2650	Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	GO:0003676; GO:0005737; GO:0016430
V1X8W6	SEEM1594_09715	Salmonella enterica subsp. enterica serovar Muenchen str. baa1594	GO:0005886; GO:0006865; GO:0016021
S4KWS7	A680_02682	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0003677; GO:0003700; GO:0006351
N3FLW7	ECP030186711_0503	Escherichia coli P0301867.11	
S4KG15	A680_02678	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0005737; GO:0008734; GO:0009435; GO:0044318
S4IE64	A673_02453	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0003677; GO:0003700; GO:0006352; GO:0016987
C0Q824	flgL SPC_2565	Salmonella paratyphi C (strain RKS4594)	GO:0005198; GO:0009424; GO:0071973
C0Q825	flgK SPC_2566	Salmonella paratyphi C (strain RKS4594)	GO:0005198; GO:0005576; GO:0009424; GO:0044780; GO:0071973
S4IG10	A673_02271	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0004040; GO:0016798; GO:0044780
A0A1P8GLL6			
A0A1P8I5L4	flgH SEERU717_13660	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	
S5MUH4	A464_1113	Salmonella bongori N268-08	GO:0009426; GO:0071973
S4KQR9	A679_00098	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	GO:0009425; GO:0071973
A0A1L3PHM6			
B5RBC5	flgD SG1946	Salmonella gallinarum (strain 287/91 / NCTC 13346)	GO:0044781
A0A1P8I5J2	SEERU717_13685	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	
D3GWZ5	EC042_4756	Escherichia coli O44:H18 (strain 042 / EAEC)	
A0A1R1ZV41	hycD Y079_16245	Salmonella enterica subsp. enterica serovar Infantis str. CVM N31594	
A0A1S1BZF1	HMPREF2687_03825	Pseudomonas sp. HMSC059F05	GO:0016746
T2QKM4	A680_03934	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	
Q2FW59	SAOUHSC_02458	Staphylococcus aureus (strain NCTC 8325)	
A0A1K8ENM9	vraS_1 SAMEA3449016_01926	Staphylococcus aureus	GO:0000155; GO:0005622; GO:0016021; GO:0046983
A0A0E1ACW3	lrgB SAZ172_0266	Staphylococcus aureus subsp. aureus Z172	GO:0005886; GO:0012501; GO:0016021; GO:0019835
A0A0H3K0U7	aldH	Staphylococcus aureus (strain MW2)	GO:0004030; GO:0006081
Q2FVN8	SAOUHSC_02664	Staphylococcus aureus (strain NCTC 8325)	GO:0003700; GO:0006351; GO:0043565
A0A0E1AFD8	SAZ172_0460	Staphylococcus aureus subsp. aureus Z172	GO:0005328; GO:0016021
A0A0E0VR12	ST398NM01_1763	Staphylococcus aureus subsp. aureus 71193	GO:0005737; GO:0006950
T1Y9H3	rnj SAKOR_01203	Staphylococcus aureus subsp. aureus CN1	GO:0003723; GO:0004521; GO:0004534; GO:0005737; GO:0006364; GO:0008270
A0A0H2XFU9	SAUSA300_0998	Staphylococcus aureus (strain USA300)	GO:0043565
A0A1E8WW56	HMPREF2819_04240	Staphylococcus sp. HMSC055H04	
A0A1S1BZ47	HMPREF2687_24740	Pseudomonas sp. HMSC059F05	
A0A1G5HL83	argE_1 BQ1898_01610	Acinetobacter baumannii	GO:0005737; GO:0006526; GO:0008777; GO:0046872
A0A0H3BPF1	hemN SNSL254_A4286	Salmonella newport (strain SL254)	GO:0004109; GO:0005737; GO:0006782; GO:0046872; GO:0051539
A0A0F6B9G9	yihI STM14_4814	Salmonella typhimurium (strain 14028s / SGSC 2262)	GO:0005096; GO:0042254
W1EYI6	yaeH	Escherichia coli ISC7	
E6BLH3	HMPREF9350_03234	Escherichia coli MS 85-1	GO:0016021
A0A0H2WZL0	SACOL1130	Staphylococcus aureus (strain COL)	GO:0006629; GO:0008889; GO:0016021
A0A0H2WZH9	SACOL2616	Staphylococcus aureus (strain COL)	GO:0005737; GO:0008677; GO:0015940; GO:0050661
Q2G2C6	SAOUHSC_00218	Staphylococcus aureus (strain NCTC 8325)	GO:0016021
A0A1N5YLF7			
A0A1R2DD53	BOH77_2052	Staphylococcus aureus M1057	
W8U802	AYM22_14015 AYM23_14015 AYM24_14015 AYM25_13695 AYM26_14020 AYM27_14025 AYM28_14030 AYM29_14025 AYM30_14030 AYM31_14025 AYM32_14025 AYM33_14000 AYM34_14015 AYM35_13990 AYM36_13990 AYM37_14030 BN1326_150025 BVV32_00530 ERS072738_01240 ERS072840_00343 ERS073071_02355 ERS073147_02288 ERS073583_01530 ERS074020_00764 HMPREF3211_00160 SAMEA2445518_01977 SAMEA3448837_01997	Staphylococcus aureus	GO:0003677; GO:0003700; GO:0006351
A0A1N5YRC4			
A0A0H3K3Q1	MW1770	Staphylococcus aureus (strain MW2)	
A0A0H2XFN7	tadA SAUSA300_0543	Staphylococcus aureus (strain USA300)	GO:0002100; GO:0008270; GO:0052717
A0A0E1AK30	srtA SAZ172_2626	Staphylococcus aureus subsp. aureus Z172	
B7V362	thiC PLES_53591	Pseudomonas aeruginosa (strain LESB58)	GO:0009228; GO:0009229; GO:0016829; GO:0046872; GO:0051539
S4M0K7	A680_03399	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0000287; GO:0008897; GO:0009239; GO:0009366
A0A1E9CFL5	HMPREF2790_15450	Pseudomonas sp. HMSC066B11	GO:0016021
A0A0P1DIG0	PADK1_05607	Pseudomonas aeruginosa DK1	
A0A1F0IER4	HMPREF3014_26230	Pseudomonas sp. HMSC065H01	
T2Q9Z8	hldE A677_02232	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267	GO:0005524; GO:0016773; GO:0033785; GO:0033786; GO:0097171
A0A0H3R1A2	HMPREF1223_09122	Pseudomonas aeruginosa str. Stone 130	GO:0004725
B4TL17	SeKA_C0062	Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188	
I6E470	SB444474_2096	Shigella boydii 4444-74	
A0A064SFU5	AE24_05111	Escherichia coli UCI 65	
U9Y5T8	HMPREF1589_04330	Escherichia coli 113290	
A0A1M3VCG5			
U9XX14	HMPREF1589_04332	Escherichia coli 113290	
U9XRU5	HMPREF1589_04333	Escherichia coli 113290	GO:0003697; GO:0006260
A0A0H2XF86	moeA SAUSA300_2224	Staphylococcus aureus (strain USA300)	GO:0032324
A0A1N6ACE5			
A0A1M3SHS0			
A0A077UI60	ERS140147_00216	Staphylococcus aureus	GO:0016021; GO:0055085
A0A0H2WZI4	SACOL1658	Staphylococcus aureus (strain COL)	
A0A0D6HST8	pheS AYM22_06035 AYM23_06035 AYM24_06035 AYM25_05700 AYM26_06025 AYM27_06035 AYM28_06035 AYM29_06035 AYM30_06035 AYM31_06035 AYM32_06035 AYM33_06005 AYM34_06025 AYM35_06000 AYM36_06000 AYM37_06035 BZP34_04945 ERS072738_01782 ERS074020_01737 HMPREF3211_00816	Staphylococcus aureus	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
A0A0H2WVB4	SACOL0664	Staphylococcus aureus (strain COL)	GO:0003906; GO:0006284; GO:0016798; GO:0046872; GO:0051539
A0A1E8WX20	HMPREF2819_14170	Staphylococcus sp. HMSC055H04	
T1Y9N9	SAKOR_01480	Staphylococcus aureus subsp. aureus CN1	GO:0016021; GO:0016740
A0A0H2WWP8	SACOL2080	Staphylococcus aureus (strain COL)	
A0A0H3JK15	SA0570	Staphylococcus aureus (strain N315)	
A0A1E8XDB7	rlmH HMPREF2819_08445	Staphylococcus sp. HMSC055H04	GO:0005737; GO:0070038
Q5HHR8	hpf SACOL0815	Staphylococcus aureus (strain COL)	GO:0005737; GO:0006417; GO:0044238
A0A1E8X656	hisF HMPREF2819_01845	Staphylococcus sp. HMSC055H04	GO:0000105; GO:0000107; GO:0005737; GO:0016829
A0A0E1AFV7	SAZ172_1155	Staphylococcus aureus subsp. aureus Z172	
Q2FZT5	addA SAOUHSC_00905	Staphylococcus aureus (strain NCTC 8325)	GO:0003677; GO:0004003; GO:0004527; GO:0005524; GO:0006302
A0A1E8X6A3	HMPREF2819_01950	Staphylococcus sp. HMSC055H04	GO:0005215; GO:0006814; GO:0016021; GO:0055085
A0A1J7A7J1			
A0A0H2XE77	cap5H SAUSA300_0159	Staphylococcus aureus (strain USA300)	
A0A1E8XB55	HMPREF2819_09255	Staphylococcus sp. HMSC055H04	GO:0006355; GO:0008982; GO:0009401
A0A0E1AL35	SAZ172_2452	Staphylococcus aureus subsp. aureus Z172	
S4KNC4	A680_02710	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	
A0A1M3ZJD5			
A0A1R3BPT0	BCA44_23275 BCA45_23320 BCA46_23320 BCA47_23495 BCA48_23540 BCA49_23525 BCA50_23535 BCA51_23530 BCA52_23505 BCA53_23555 BCA54_23155 BCA55_23320 BCA56_23320 BCA57_23330 BCA58_23285 BCA59_23335 BCA60_23320 BCA61_23345 BCA62_23325 BCA63_23325 BCA64_23590 BCA65_23545 BCA66_23595 BCA67_23565 BCA68_23440 BCA69_23285 BCA70_23585 BCA72_23525 BCA73_23165 BCA74_23305 BCA75_23695 BCA76_23590 BCA77_23280 BCA78_23610 BCA79_23505 BCA80_23625 BCA81_23575 BCA82_23080 BCA84_23290 BCA85_23165 BCA86_23535 BCA87_23580 BCA88_23615 BCA89_23610 BCA90_23325 BCA91_23325 BCA92_23415 BCA93_23165 BCA94_23340 BCA95_23325 BCA96_23290 BCA97_23605 BCA99_23295 BCB00_23430 BCB01_23525 BCB02_23825 BCB03_23425 BCB04_23485 BCB05_23510 BCB06_23550 BCB07_23575 BCB08_23420 BCB09_23595 BCB10_23605	Salmonella enteritidis	
A0A0E0VNE8	infB ST398NM01_1271	Staphylococcus aureus subsp. aureus 71193	GO:0003743; GO:0003924; GO:0005525; GO:0005737
B7L554	sapF EC55989_1452	Escherichia coli (strain 55989 / EAEC)	GO:0005524; GO:0016887
I2SMT2	EC12264_3871	Escherichia coli 1.2264	
A0A1S1BYJ6	HMPREF2687_05070	Pseudomonas sp. HMSC059F05	
A0A0H3JWZ7	MW1055	Staphylococcus aureus (strain MW2)	
A0A1J0IRB2			
V0R6Q5	HMPREF1590_04998	Escherichia coli 113302	GO:0019867
E9YA54	ERHG_00524	Escherichia coli TA007	GO:0003743
B7L4C1	yciZ EC55989_1446	Escherichia coli (strain 55989 / EAEC)	
A0A1R1UX53	EP55_11350	Escherichia coli N37139PS	
I2WF88	rnb EC90111_3301	Escherichia coli 9.0111	GO:0003723; GO:0005737; GO:0006402; GO:0008859
I2WFD6	EC90111_3300	Escherichia coli 9.0111	
L2V325	WCM_03312	Escherichia coli KTE10	GO:0004318; GO:0006633
A0A0E0Y178	O3K_13895	Escherichia coli O104:H4 (strain 2011C-3493)	
X5E1J9	AYM22_09730 AYM23_09730 AYM24_09730 AYM25_09400 AYM26_09725 AYM27_09735 AYM28_09735 AYM29_09735 AYM30_09735 AYM31_09735 AYM32_09735 AYM33_09705 AYM34_09725 AYM35_09700 AYM36_09700 AYM37_09735 ERS072738_01581	Staphylococcus aureus	
Q2FFT1	splC SAUSA300_1756	Staphylococcus aureus (strain USA300)	GO:0004252; GO:0005576
Q2G0C6	SAOUHSC_00679	Staphylococcus aureus (strain NCTC 8325)	GO:0003677; GO:0003700; GO:0006351
A0A1E8WSN6	HMPREF2819_05620	Staphylococcus sp. HMSC055H04	GO:0005215; GO:0016740
A0A1E8WNY6	HMPREF2819_07850	Staphylococcus sp. HMSC055H04	GO:0004129; GO:0016021
A0A0E0VPF7	hisS ST398NM01_1694	Staphylococcus aureus subsp. aureus 71193	GO:0004821; GO:0005524; GO:0005737; GO:0006427
T1YD79	SAKOR_02309	Staphylococcus aureus subsp. aureus CN1	GO:0004034; GO:0005975; GO:0030246
A0A0E0VNS4	ST398NM01_0916	Staphylococcus aureus subsp. aureus 71193	GO:0016021
P97109	orfB	Plasmid pKM101	
Q17U05	stbC stdC ECONIH1_27865 ERS085366_04048 KPCE_064 pHKU1_50 pKC394-043 pKC396-037 pMUR050_052 pN3_012	Escherichia coli	GO:0016021
A0A1E9C593	HMPREF2790_22125	Pseudomonas sp. HMSC066B11	
A0A1R2DPI7	BOH77_0537	Staphylococcus aureus M1057	
A0A0H2WWP0	SACOL1392	Staphylococcus aureus (strain COL)	GO:0005886; GO:0015655; GO:0016021
A0A1D5BP17	dnaK HMPREF1224_09239	Pseudomonas sp. P179	GO:0005524; GO:0006457; GO:0051082
A6VCL7	dnaJ PSPA7_5480	Pseudomonas aeruginosa (strain PA7)	GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0009408; GO:0031072; GO:0046872; GO:0051082
S4IT02	A672_01078	Salmonella enterica subsp. enterica serovar Enteritidis str. 08-1080	
A0A1S1BYB3	HMPREF2687_03840	Pseudomonas sp. HMSC059F05	GO:0016740
U9XJ55	rihA HMPREF1589_05520	Escherichia coli 113290	GO:0005737; GO:0006206; GO:0015949; GO:0045437
T2QCD3	glgS A677_02227	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267	GO:1900191; GO:1902201
L9IQ85	EC34880_0770	Escherichia coli 3.4880	GO:0005524; GO:0015424; GO:0043190
L9IL29	EC34880_0767	Escherichia coli 3.4880	
A0A0E0XWN6	O3K_05740	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0XVJ1	O3K_05745	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0003723; GO:0043571; GO:0051607
D6HTM3	ECCG_03647	Escherichia coli B088	GO:0005524
I2SUH7	EC12264_1549	Escherichia coli 1.2264	GO:0003941; GO:0006094; GO:0051539
A0A1R1UM29	EP55_22910	Escherichia coli N37139PS	
B7LXG3	cysN ECIAI1_2853	Escherichia coli O8 (strain IAI1)	GO:0003924; GO:0004781; GO:0005524; GO:0005525; GO:0070814
A0A1R1VJK1	MP31_01570	Escherichia coli N36254PS	
E6BMW3	HMPREF9350_03736	Escherichia coli MS 85-1	GO:0016787
A0A0M7NC59	cysD ERS372666_01677	Achromobacter sp.	GO:0000103; GO:0004781; GO:0005524; GO:0019419; GO:0070814
B6I6E7	ECSE_3009	Escherichia coli (strain SE11)	
A0A1J0ZBV3			
B7LEH4	EC55989_3029	Escherichia coli (strain 55989 / EAEC)	
D8EP13	HMPREF9345_02911	Escherichia coli MS 107-1	
A0A0G2NS72	yqiC SG9_3132	Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	
A0A0P1D8M4	PADK1_01273	Pseudomonas aeruginosa DK1	
A0A0E0Y2A1	O3K_18360	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0016021
D8EP15	HMPREF9345_02913	Escherichia coli MS 107-1	
A0A1S1AW05	bioH A7T43_15675	Salmonella anatum	
Q5HFV9	aroA SACOL1504	Staphylococcus aureus (strain COL)	GO:0003866; GO:0005737; GO:0009073; GO:0009423
A0A0D6H7W4	lytM_3 lytM_1 AYM22_12295 AYM23_12295 AYM24_12295 AYM25_11975 AYM26_12305 AYM27_12310 AYM28_12310 AYM29_12310 AYM30_12315 AYM31_12310 AYM32_12310 AYM33_12285 AYM34_12300 AYM36_12275 AYM37_12310 ERS072738_00750 ERS074020_02690 HMPREF3211_01531	Staphylococcus aureus	GO:0016787
T1YAS0	SAKOR_01638	Staphylococcus aureus subsp. aureus CN1	GO:0000287; GO:0004743; GO:0016301; GO:0030955
A0A0H2XFT4	cap5C SAUSA300_0154	Staphylococcus aureus (strain USA300)	GO:0004725; GO:0030145
A0A0H2XGG7	SAUSA300_0601	Staphylococcus aureus (strain USA300)	GO:0004177
A0A1R2DMJ5	BOH77_0950	Staphylococcus aureus M1057	
A0A0H2WW18	SACOL1512	Staphylococcus aureus (strain COL)	GO:0009234
Q2G137	SAOUHSC_00318	Staphylococcus aureus (strain NCTC 8325)	
Q2FXB6	SAOUHSC_01949	Staphylococcus aureus (strain NCTC 8325)	GO:0004252
A0A0H2XEA4	tetR SAUSA300_2599	Staphylococcus aureus (strain USA300)	GO:0003677; GO:0006351; GO:0006355
T5PT63	G686_00343	Escherichia coli HVH 6 (3-8296502)	GO:0003677; GO:0006355; GO:0046872
K4XAR5	ECO9634_00395	Escherichia coli O111:H8 str. CVM9634	
A0A024KRC5	ybfA PGA_02332	Escherichia coli D6-113.11	GO:0016021
P16918	rhsC b0700 JW0689	Escherichia coli (strain K12)	GO:0097264
A0A080G2G6	kdpE AD40_0791	Escherichia coli 1-392-07_S4_C3	GO:0000160; GO:0003677; GO:0005622; GO:0006351; GO:0006355
A0A0I1UKC4	mhpF AJR32_006900 ERS009867_00353 ERS428554_03780 SAMEA1569686_01840 SAMEA1569749_03408 SAMEA1569801_01818 SAMEA1569816_03754 SAMEA1569862_03700 SAMEA2054468_01732 SAMEA2054568_01809 SAMEA2054572_01794 SAMEA2054639_03539 SAMEA3356022_01456 SAMEA954713_01722	Shigella sonnei	GO:0008774; GO:0019380; GO:0051287
A0A069XET3	dmpG mhpE AD17_4327	Escherichia coli 3-373-03_S4_C2	GO:0008701; GO:0019380; GO:0030145
A0A0E0Y3B8	O3K_19710	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005215; GO:0016021; GO:0055085
Q3Z552	yaiL SSON_0333	Shigella sonnei (strain Ss046)	GO:0019013
I2T0Q7	kdpF EC12264_0814	Escherichia coli 1.2264	GO:0005886; GO:0008556; GO:0016021; GO:0043462
B7LAA3	kdpC EC55989_0680	Escherichia coli (strain 55989 / EAEC)	GO:0005524; GO:0005886; GO:0008556; GO:0016021
F4TAL3	ECJG_04021	Escherichia coli M718	GO:0006069; GO:0008270; GO:0051903
W1MJ89	M770_18235	Pseudomonas aeruginosa VRFPA03	GO:0003677; GO:0006355
E8X953	ybdJ STM474_0602	Salmonella typhimurium (strain 4/74)	GO:0016021
A0A1L3PMK0			
A0A029K235	AC56_4358	Escherichia coli 1-182-04_S3_C3	
A0A0H3XBQ6	rhaS PCN061_4044	Escherichia coli PCN061	GO:0003700; GO:0005737; GO:0006351; GO:0019299; GO:0043565; GO:0045893
A0A080FI83	rhaA AD40_4680	Escherichia coli 1-392-07_S4_C3	GO:0005737; GO:0008740; GO:0019301; GO:0030145
A0A0E0Y5L9	rhaB O3K_24345	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0005524; GO:0008993; GO:0019301
A0A073G4F3	rhaU rhaM AC88_4603	Escherichia coli 3-267-03_S4_C1	GO:0005737; GO:0016857; GO:0019299
F8XDD1	rhaD HMPREF9349_02816	Escherichia coli MS 79-10	GO:0005737; GO:0008994; GO:0019301; GO:0046872
B7L9F6	frvA EC55989_4378	Escherichia coli (strain 55989 / EAEC)	GO:0008982; GO:0009401; GO:0016021
V0THI4	HMPREF1598_02945	Escherichia coli 907710	
B7L9F4	frvX EC55989_4376	Escherichia coli (strain 55989 / EAEC)	GO:0004177; GO:0046872
W1F1S6		Escherichia coli ISC7	GO:0005351; GO:0005886; GO:0009401; GO:0016021; GO:0022877; GO:0103111
S4KJR7	A679_00457	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	GO:0004357; GO:0005524; GO:0042398
A0A0E0Y6J8	O3K_26462	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0006807; GO:0016021; GO:0016810
D2AJC0	sepA SFxv_4906	Shigella flexneri serotype X (strain 2002017)	GO:0004252; GO:0019867
A0A0E0Y6J3	O3K_26437	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0YAK0	O3K_26427	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0000150; GO:0003677
M9FE25	EC174750_5358	Escherichia coli 174750	GO:0000150; GO:0003677
A0A1J0ZB03			
S1PZZ6	A13A_02070	Escherichia coli KTE182	GO:0003677; GO:0004803; GO:0006313
A0A0E0YAI9	O3K_26372 O3K_26442	Escherichia coli O104:H4 (strain 2011C-3493)	GO:0003677; GO:0004803; GO:0006313
A0A0E0Y6T8	O3K_26447	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A1P8VC35	LFZ43_20480	Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095	
A0A157TXC2	cph2_2 SAMEA2273162_00711	Enterobacter cloacae	GO:0000160; GO:0005622
A0A1J7AW89			
Q8ZKX6	pstA STM3855	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	GO:0005315; GO:0005887; GO:0035435
A6VCL0	PSPA7_5473	Pseudomonas aeruginosa (strain PA7)	GO:0003723
S4JYQ8	A679_03857	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0284	GO:0008324; GO:0016021
A0A029JZS0	basR AC56_4629	Escherichia coli 1-182-04_S3_C3	GO:0000160; GO:0003677; GO:0005622; GO:0006351; GO:0006355
S4IF67	A673_02846	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0005315; GO:0005886; GO:0006817; GO:0016021
A0A069Q6P8	purT_2 purT AOY09_05101 PAERUG_E15_London_28_01_14_10492 PAERUG_P32_London_17_VIM_2_10_11_05029	Pseudomonas aeruginosa	GO:0000287; GO:0004644; GO:0005524; GO:0006189; GO:0043815; GO:0050662
A0A0P1D8E6	PADK1_01219	Pseudomonas aeruginosa DK1	
A0A157TCG5	yhjE_1 SAMEA2273162_00123	Enterobacter cloacae	GO:0016021; GO:0022857
A0A0P1D7Z4	PADK1_01221	Pseudomonas aeruginosa DK1	
M7S1D6	A670_02824	Salmonella enterica subsp. enterica serovar Dublin str. UC16	GO:0035435; GO:0042301; GO:0043190
A0A0H3QZ58	HMPREF1223_08634	Pseudomonas aeruginosa str. Stone 130	GO:0016021
A0A1D5BYG9	HMPREF1224_06797	Pseudomonas sp. P179	GO:0016491
A0A157TBZ0	yvoA_1 SAMEA2273162_00115	Enterobacter cloacae	GO:0003677; GO:0003700; GO:0006351
S4KQ90	A680_02033	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	GO:0004764
Q9I3G7	PA1550	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	GO:0016021
S4KYC6	A680_02034	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286	
A0A1G5D5Y4	rluB BQ1898_00338	Acinetobacter baumannii	GO:0001522; GO:0003723; GO:0009982
A0A0H2ZIW7	algP PA14_69370	Pseudomonas aeruginosa (strain UCBPP-PA14)	
B5RFW7	glmS SG3572	Salmonella gallinarum (strain 287/91 / NCTC 13346)	GO:0004360; GO:0005737; GO:0005975; GO:0006541; GO:0097367; GO:1901137
B5RAN8	ssaR SG1697	Salmonella gallinarum (strain 287/91 / NCTC 13346)	GO:0005886; GO:0009306; GO:0016021
E9YK84	ERHG_04060	Escherichia coli TA007	GO:0008152; GO:0008484; GO:0016021
A0A0H3R2F3	dxs HMPREF1223_09293	Pseudomonas aeruginosa str. Stone 130	GO:0000287; GO:0008661; GO:0009228; GO:0016114; GO:0030976; GO:0052865
A0A0H2ZDE1	PA14_23130	Pseudomonas aeruginosa (strain UCBPP-PA14)	
A0A086VGE7	AM266_23480	Escherichia coli	
A0A0Q3BL90	AM266_23475	Escherichia coli	
A0A0A8RHG8	rsmI PAMH19_3740	Pseudomonas aeruginosa	GO:0000453; GO:0005737; GO:0070677
A6VB94	mraZ PSPA7_4993	Pseudomonas aeruginosa (strain PA7)	GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0009295
I2W718	EC90111_2450	Escherichia coli 9.0111	GO:0016021
A0A0A8KEJ5	AM266_23500	Escherichia coli	GO:0016021
T5MXJ9	G686_04810	Escherichia coli HVH 6 (3-8296502)	
A0A0E0Y4B2	O3K_15680	Escherichia coli O104:H4 (strain 2011C-3493)	
A0A0E0Y4B8	O3K_15705	Escherichia coli O104:H4 (strain 2011C-3493)	
Q83Z99	mchD AM266_23520	Escherichia coli	GO:0005737; GO:0009404; GO:0016746
A0A085PB08	ACN002_4340 JD73_07220	Escherichia coli	GO:0008565; GO:0009306; GO:0016021
A0A0A8KDJ4	AM266_23510	Escherichia coli	GO:0005524; GO:0008234; GO:0016021; GO:0042626
I2SQT6	hemE EC12264_4958	Escherichia coli 1.2264	GO:0004853; GO:0005737; GO:0006782
A0A1S1C319	ribA HMPREF2687_21290	Pseudomonas sp. HMSC059F05	GO:0016787
A0A1J0ZG98			
S4ITB4	A673_00567	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0016491
A0A0P1DIQ5	PADK1_05609	Pseudomonas aeruginosa DK1	
A0A1S1C6U0	HMPREF2687_17930	Pseudomonas sp. HMSC059F05	GO:0008483
A0A069Q5A9	eddA PAMH19_1130	Pseudomonas aeruginosa	
T2QCB1	A677_01576	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267	GO:0004558; GO:0005737; GO:0005975
C0Q7S6	SPC_0413	Salmonella paratyphi C (strain RKS4594)	GO:0004601; GO:0005623; GO:0045454; GO:0051920
A0A1P8QFU1			
A0A1S1APL5	A7T25_09055	Salmonella enterica subsp. enterica serovar Bareilly	
A0A0G2NKI7	yajB acpH SG9_0424	Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	GO:0006633; GO:0008770
S4K5R5	queA A673_00902	Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958	GO:0005737; GO:0008616; GO:0016740; GO:0016853
C0Q7T3	SPC_0420	Salmonella paratyphi C (strain RKS4594)	
